EntityID	PreferredName	AllNames (seperated by '||')
1601	flash_memory	flash_memory||flash_memories
1602	exact_solution	exact_solution||exact_solutions
1603	transition_probabilities	transition_probabilities||transition_probability
1604	hyperspectral_image	hyperspectral_image||hyperspectral_images
1605	factor_graph	factor_graph||factor_graphs
1606	broker	broker
1607	parallax	parallax
1608	data_dissemination	data_dissemination
1609	packet_losses	packet_losses
1610	lighting_conditions	lighting_conditions
1611	computational_resources	computational_resources
1612	computer_system	computer_system
1613	user_engagement	user_engagement
1614	distributed_database	distributed_database
1615	step_size	step_size
1616	constraint_programming	constraint_programming
1617	natural_generalization	natural_generalization
1618	categorical_data	categorical_data
1619	relational_learning	relational_learning
1620	shared_task	shared_task
1621	alternating_minimization	alternating_minimization
1622	search_behavior	search_behavior
1623	image_enhancement	image_enhancement
1624	pedestrian_detection	pedestrian_detection
1625	path_expressions	path_expressions||path_expression
1626	spatial_databases	spatial_databases||spatial_database
1627	artificial_neural_networks	artificial_neural_networks||artificial_neural_network
1628	local_area_network	local_area_network||local_area_networks||lan
1629	shape_descriptors	shape_descriptors||shape_descriptor
1630	search_sessions	search_sessions||search_session
1631	casting	casting
1632	dependability	dependability
1633	ssd	ssd
1634	visual_attention	visual_attention
1635	packet_delivery	packet_delivery
1636	target_tracking	target_tracking
1637	average_power	average_power
1638	location_privacy	location_privacy
1639	object_oriented	object_oriented
1640	wiretap_channel	wiretap_channel
1641	point_processes	point_processes
1642	real_world_datasets	real_world_datasets
1643	face_verification	face_verification
1644	pairwise_constraints	pairwise_constraints
1645	tensor_decomposition	tensor_decomposition
1646	record_linkage	record_linkage
1647	community_question_answering	community_question_answering
1648	fisher_information	fisher_information
1649	single_view	single_view
1650	high_signal-to-noise_ratio	high_signal-to-noise_ratio
1651	structured_light	structured_light
1652	optical_flow_estimation	optical_flow_estimation
1653	diversity_gain	diversity_gain||diversity_gains
1654	normalized_cut	normalized_cut||normalized_cuts
1655	edge_detector	edge_detector||edge_detectors
1656	parallel_programs	parallel_programs||parallel_program
1657	heterogeneous_information_networks	heterogeneous_information_networks||heterogeneous_information_network
1658	gaussian_mixture	gaussian_mixture||gaussian_mixtures
1659	convolutional_encoders	convolutional_encoders||convolutional_encoder
1660	svm_classifier	svm_classifier||svm_classifiers
1661	bayesian_methods	bayesian_methods||bayesian_method
1662	facial_feature	facial_feature||facial_features
1663	reconstructed_image	reconstructed_image||reconstructed_images
1664	outsourcing	outsourcing
1665	cognition	cognition
1666	lossy_compression	lossy_compression
1667	privacy_protection	privacy_protection
1668	difficult_task	difficult_task
1669	binary_symmetric_channel	binary_symmetric_channel||bsc
1670	acm_sigcomm	acm_sigcomm
1671	recent_progress	recent_progress
1672	statistical_significance	statistical_significance
1673	clustering_approach	clustering_approach
1674	software_engineering_research	software_engineering_research
1675	gene_expression_data	gene_expression_data
1676	mean_shift	mean_shift
1677	dirichlet_process	dirichlet_process
1678	full_diversity	full_diversity
1679	blind_deconvolution	blind_deconvolution
1680	object_categorization	object_categorization
1681	belief_change	belief_change
1682	awgn_channel	awgn_channel||awgn_channels
1683	analytical_expressions	analytical_expressions||analytical_expression
1684	radial_basis_function	radial_basis_function||radial_basis_functions||rbf
1685	quadratic_form	quadratic_form||quadratic_forms
1686	back_propagation	back_propagation||backpropagation
1687	reusability	reusability
1688	ada	ada
1689	bm25	bm25
1690	key_step	key_step
1691	resource_utilization	resource_utilization
1692	main_focus	main_focus
1693	principled_approach	principled_approach
1694	simulated_annealing	simulated_annealing
1695	gait_recognition	gait_recognition
1696	road_network	road_network
1697	channel_allocation	channel_allocation
1698	information_propagation	information_propagation
1699	linear_equations	linear_equations
1700	empirical_comparison	empirical_comparison
1701	information_loss	information_loss
1702	novelty_detection	novelty_detection
1703	rigid_motion	rigid_motion
1704	safety_properties	safety_properties||safety_property
1705	binary_cyclic_codes	binary_cyclic_codes||binary_cyclic_code
1706	parallel_computation	parallel_computation||parallel_computations
1707	xml_database	xml_database||xml_databases
1708	covariance_function	covariance_function||covariance_functions
1709	combinatorial_problems	combinatorial_problems||combinatorial_problem
1710	tanner_graph	tanner_graph||tanner_graphs
1711	combinatorial_optimization_problem	combinatorial_optimization_problem||combinatorial_optimization_problems
1712	semantic_annotations	semantic_annotations||semantic_annotation
1713	human_activity	human_activity
1714	video_surveillance	video_surveillance
1715	recognition_accuracy	recognition_accuracy
1716	alphabet_size	alphabet_size
1717	search_process	search_process
1718	bounded_degree	bounded_degree
1719	markov_process	markov_process
1720	path_planning	path_planning
1721	linear_transformation	linear_transformation
1722	statistical_modeling	statistical_modeling
1723	fault_localization	fault_localization
1724	branch_and_bound	branch_and_bound
1725	prior_distribution	prior_distribution
1726	gold_standard	gold_standard
1727	cross-language_information_retrieval	cross-language_information_retrieval
1728	error_performance	error_performance
1729	binary_erasure_channel	binary_erasure_channel
1730	impulse_noise	impulse_noise
1731	indoor_environments	indoor_environments||indoor_environment
1732	regular_languages	regular_languages||regular_language
1733	variational_method	variational_method||variational_methods
1734	udp	udp
1735	teamwork	teamwork
1736	internet_of_things	internet_of_things||iot
1737	cross_correlation	cross_correlation
1738	new_york	new_york
1739	information_management	information_management
1740	deeper_understanding	deeper_understanding
1741	private_information	private_information
1742	content_distribution	content_distribution
1743	graph_laplacian	graph_laplacian
1744	graph_theory	graph_theory
1745	object_localization	object_localization
1746	equivalence_classes	equivalence_classes
1747	integer_programming	integer_programming
1748	global_optimum	global_optimum
1749	small_sample	small_sample
1750	human_pose	human_pose
1751	camera_parameters	camera_parameters
1752	rank_aggregation	rank_aggregation
1753	information_filtering	information_filtering
1754	query_formulation	query_formulation
1755	virtual_objects	virtual_objects
1756	fundamental_matrix	fundamental_matrix
1757	cutoff_rate	cutoff_rate
1758	generalized_gaussian	generalized_gaussian
1759	shape_from_shading	shape_from_shading
1760	level_set_function	level_set_function
1761	feature_matching	feature_matching
1762	visual_cues	visual_cues||visual_cue
1763	multihop_wireless_networks	multihop_wireless_networks||multihop_wireless_network
1764	xml_schema	xml_schema||xml_schemas
1765	bug_reports	bug_reports||bug_report
1766	wdm_networks	wdm_networks||wdm_network
1767	generalized_hamming_weights	generalized_hamming_weights||generalized_hamming_weight
1768	product_line	product_line||product_lines
1769	huffman_codes	huffman_codes||huffman_code
1770	equivalence_relation	equivalence_relation||equivalence_relations
1771	mars	mars
1772	demodulation	demodulation
1773	demosaicing	demosaicing
1774	constrained_optimization	constrained_optimization
1775	participatory_sensing	participatory_sensing
1776	large_portion	large_portion
1777	trajectory_data	trajectory_data
1778	spatial_reuse	spatial_reuse
1779	constant_factor_approximation	constant_factor_approximation
1780	packet_networks	packet_networks
1781	test_generation	test_generation
1782	state_transition	state_transition
1783	standard_deviation	standard_deviation
1784	program_verification	program_verification
1785	algorithmic_framework	algorithmic_framework
1786	diffusion_process	diffusion_process
1787	extended_abstract	extended_abstract
1788	abstract_interpretation	abstract_interpretation
1789	speculative_execution	speculative_execution
1790	data_analytics	data_analytics
1791	production_systems	production_systems
1792	duplicate_detection	duplicate_detection
1793	linear_time_algorithm	linear_time_algorithm
1794	texture_segmentation	texture_segmentation
1795	semantic_relationships	semantic_relationships
1796	entity_resolution	entity_resolution
1797	object_classification	object_classification
1798	visual_saliency	visual_saliency
1799	saliency_detection	saliency_detection
1800	texture_classification	texture_classification
1801	product_reviews	product_reviews||product_review
1802	digital_cameras	digital_cameras||digital_camera
1803	mote	mote
1804	anycast	anycast
1805	liveness	liveness
1806	mobile_sensing	mobile_sensing
1807	multi-target_tracking	multi-target_tracking
1808	multi-class_classification	multi-class_classification
1809	program_synthesis	program_synthesis
1810	high_bandwidth	high_bandwidth
1811	data_sparsity	data_sparsity
1812	human-computer_interaction	human-computer_interaction
1813	united_states	united_states
1814	internet_traffic	internet_traffic
1815	encoding_scheme	encoding_scheme
1816	barrier_coverage	barrier_coverage
1817	window_size	window_size
1818	stationary_distribution	stationary_distribution
1819	adaptive_filtering	adaptive_filtering
1820	linear_systems	linear_systems
1821	geometric_structure	geometric_structure
1822	predictive_accuracy	predictive_accuracy
1823	text_processing	text_processing
1824	distance_metric_learning	distance_metric_learning
1825	high_dimensionality	high_dimensionality
1826	semantic_relatedness	semantic_relatedness
1827	canonical_correlation_analysis	canonical_correlation_analysis
1828	word_sense	word_sense
1829	universal_coding	universal_coding
1830	gaussian_sources	gaussian_sources
1831	low-density_parity-check_codes	low-density_parity-check_codes
1832	3d_geometry	3d_geometry
1833	cdma_systems	cdma_systems||cdma_system
1834	unknown_parameters	unknown_parameters||unknown_parameter
1835	order_statistics	order_statistics||order_statistic
1836	challenging_datasets	challenging_datasets||challenging_dataset
1837	disparity_map	disparity_map||disparity_maps
1838	sufficient_statistics	sufficient_statistics||sufficient_statistic
1839	restricted_boltzmann_machines	restricted_boltzmann_machines||restricted_boltzmann_machine
1840	neural_nets	neural_nets||neural_net
1841	energy_management	energy_management
1842	available_bandwidth	available_bandwidth
1843	low_overhead	low_overhead
1844	opportunistic_routing	opportunistic_routing
1845	transport_layer	transport_layer
1846	frame_rate	frame_rate
1847	comparative_analysis	comparative_analysis
1848	multi-hop_wireless_networks	multi-hop_wireless_networks
1849	channel_conditions	channel_conditions
1850	root_cause	root_cause
1851	high_snr	high_snr
1852	special_attention	special_attention
1853	proposed_methodology	proposed_methodology
1854	formal_semantics	formal_semantics
1855	resource_selection	resource_selection
1856	text_summarization	text_summarization
1857	latent_factor	latent_factor
1858	query_rewriting	query_rewriting
1859	term_weighting	term_weighting
1860	policy_gradient	policy_gradient
1861	3d_video	3d_video
1862	radon_transform	radon_transform
1863	security_policies	security_policies||security_policy
1864	software_agents	software_agents||software_agent
1865	face_databases	face_databases||face_database
1866	atm_switches	atm_switches||atm_switch
1867	mpls	mpls
1868	serializability	serializability
1869	emd	emd
1870	stream_data	stream_data
1871	algorithm_converges	algorithm_converges
1872	management_systems	management_systems
1873	detection_rate	detection_rate
1874	multimedia_applications	multimedia_applications
1875	memory_usage	memory_usage
1876	comparative_evaluation	comparative_evaluation
1877	smaller_number	smaller_number
1878	likelihood_function	likelihood_function
1879	markov_sources	markov_sources
1880	inductive_logic_programming	inductive_logic_programming||ilp
1881	automatic_extraction	automatic_extraction
1882	pattern_classification	pattern_classification
1883	policy_iteration	policy_iteration
1884	continuous_state	continuous_state
1885	opinion_mining	opinion_mining
1886	texture_features	texture_features
1887	direct_sum	direct_sum
1888	generator_matrix	generator_matrix
1889	bounding_box	bounding_box
1890	scalar_quantization	scalar_quantization
1891	fidelity_criterion	fidelity_criterion
1892	buffer_overflow	buffer_overflow||buffer_overflows
1893	differentiated_services	differentiated_services||differentiated_service
1894	nonlinear_functions	nonlinear_functions||nonlinear_function
1895	lie_group	lie_group||lie_groups
1896	cloud_service	cloud_service||cloud_services
1897	strips	strips
1898	sensory_data	sensory_data
1899	main_objective	main_objective
1900	remote_sensing	remote_sensing
1901	wireless_networking	wireless_networking
1902	black_box	black_box
1903	open_source_software	open_source_software
1904	arrival_rate	arrival_rate
1905	average_delay	average_delay
1906	generic_framework	generic_framework
1907	source_codes	source_codes
1908	spatial_domain	spatial_domain
1909	formal_framework	formal_framework
1910	sparse_recovery	sparse_recovery
1911	poisson_process	poisson_process
1912	constant_approximation	constant_approximation
1913	stability_region	stability_region
1914	reverse_engineering	reverse_engineering
1915	bayesian_learning	bayesian_learning
1916	combinatorial_optimization	combinatorial_optimization
1917	mean_square_error	mean_square_error||mse
1918	parameter_learning	parameter_learning
1919	predictive_power	predictive_power
1920	genetic_programming	genetic_programming
1921	natural_language_generation	natural_language_generation
1922	tree_pattern	tree_pattern
1923	structural_similarity	structural_similarity
1924	microarray_data	microarray_data
1925	unstructured_text	unstructured_text
1926	gaussian_process_regression	gaussian_process_regression
1927	exploratory_search	exploratory_search
1928	curve_evolution	curve_evolution
1929	quadratic_residue	quadratic_residue
1930	density_evolution	density_evolution
1931	answer_set_programming	answer_set_programming
1932	transmission_range	transmission_range||transmission_ranges
1933	constraint_length	constraint_length||constraint_lengths
1934	mobility_patterns	mobility_patterns||mobility_pattern
1935	multiplexing_gain	multiplexing_gain||multiplexing_gains
1936	multicast_group	multicast_group||multicast_groups
1937	sonar	sonar
1938	ad-hoc_networks	ad-hoc_networks
1939	price_of_anarchy	price_of_anarchy
1940	strongly_connected	strongly_connected
1941	capacity_scaling	capacity_scaling
1942	human_perception	human_perception
1943	fusion_center	fusion_center
1944	single_pass	single_pass
1945	language_processing	language_processing
1946	automatic_evaluation	automatic_evaluation
1947	term_frequency	term_frequency
1948	semantic_interpretation	semantic_interpretation
1949	successive_refinement	successive_refinement
1950	maximum-likelihood_decoding	maximum-likelihood_decoding
1951	image_noise	image_noise
1952	weak_classifiers	weak_classifiers||weak_classifier
1953	specular_reflection	specular_reflection||specular_reflections
1954	temporal_correlation	temporal_correlation||temporal_correlations
1955	active_appearance_models	active_appearance_models||active_appearance_model
1956	probabilistic_graphical_models	probabilistic_graphical_models||probabilistic_graphical_model
1957	invariant_features	invariant_features||invariant_feature
1958	accelerometer	accelerometer||accelerometers
1959	wireless_devices	wireless_devices
1960	comprehensive_study	comprehensive_study
1961	detailed_description	detailed_description
1962	shannon_capacity	shannon_capacity
1963	fixed_length	fixed_length
1964	lambda_calculus	lambda_calculus
1965	semantic_analysis	semantic_analysis
1966	iterative_optimization	iterative_optimization
1967	sequential_pattern_mining	sequential_pattern_mining
1968	human_action_recognition	human_action_recognition
1969	video_retrieval	video_retrieval
1970	nuclear_norm	nuclear_norm
1971	view_maintenance	view_maintenance
1972	vertex_cover	vertex_cover
1973	contrast_enhancement	contrast_enhancement
1974	varying_illumination	varying_illumination
1975	abelian_codes	abelian_codes||abelian_code
1976	qos_requirements	qos_requirements||qos_requirement
1977	median_filter	median_filter||median_filters
1978	transcoding	transcoding
1979	fluorescence	fluorescence
1980	grassmannian	grassmannian
1981	motion_analysis	motion_analysis
1982	target_detection	target_detection
1983	fair_queueing	fair_queueing
1984	mathematical_analysis	mathematical_analysis
1985	spread_spectrum	spread_spectrum
1986	fraud_detection	fraud_detection
1987	collision_detection	collision_detection
1988	sensitivity_analysis	sensitivity_analysis
1989	network_analysis	network_analysis
1990	type_checking	type_checking
1991	information_exchange	information_exchange
1992	expected_utility	expected_utility
1993	business_process	business_process
1994	random_sample	random_sample
1995	problem_solver	problem_solver
1996	larger_class	larger_class
1997	federated_search	federated_search
1998	scoring_function	scoring_function
1999	lp_relaxation	lp_relaxation
2000	minimum_hamming_distance	minimum_hamming_distance
2001	visual_hull	visual_hull
2002	machine_vision	machine_vision
2003	rfid_tags	rfid_tags||rfid_tag
2004	medical_records	medical_records||medical_record
2005	hamming_weight	hamming_weight||hamming_weights
2006	dual_code	dual_code||dual_codes
2007	spherical_harmonics	spherical_harmonics||spherical_harmonic
2008	huffman	huffman
2009	sensor_network_applications	sensor_network_applications
2010	physical_world	physical_world
2011	research_effort	research_effort
2012	path_loss	path_loss
2013	development_process	development_process
2014	tool_support	tool_support
2015	traffic_load	traffic_load
2016	communication_channels	communication_channels
2017	path_selection	path_selection
2018	channel_estimation	channel_estimation
2019	peak_signal-to-noise_ratio	peak_signal-to-noise_ratio
2020	best_match	best_match
2021	throughput_capacity	throughput_capacity
2022	program_execution	program_execution
2023	fast_convergence	fast_convergence
2024	memory_consumption	memory_consumption
2025	approximation_guarantee	approximation_guarantee
2026	convex_optimization_problem	convex_optimization_problem
2027	exact_algorithm	exact_algorithm
2028	growth_rate	growth_rate
2029	global_minimum	global_minimum
2030	squared_error	squared_error
2031	finite_automata	finite_automata
2032	conditional_distribution	conditional_distribution
2033	medical_imaging	medical_imaging
2034	online_news	online_news
2035	linear_classifiers	linear_classifiers
2036	deep_web	deep_web
2037	magnetic_resonance	magnetic_resonance
2038	complexity_class	complexity_class
2039	head_pose	head_pose
2040	image_super-resolution	image_super-resolution
2041	propagation_delay	propagation_delay||propagation_delays
2042	p2p_networks	p2p_networks||p2p_network
2043	xpath_queries	xpath_queries||xpath_query
2044	color_histogram	color_histogram||color_histograms
2045	attribute_grammars	attribute_grammars||attribute_grammar
2046	rsa	rsa
2047	annealing	annealing
2048	application_development	application_development
2049	increasing_popularity	increasing_popularity
2050	forward_error_correction	forward_error_correction||fec
2051	user_mobility	user_mobility
2052	observation_model	observation_model
2053	noise_reduction	noise_reduction
2054	packet_switching	packet_switching
2055	ergodic_capacity	ergodic_capacity
2056	simple_proof	simple_proof
2057	conditional_entropy	conditional_entropy
2058	hidden_state	hidden_state
2059	automatic_speech_recognition	automatic_speech_recognition
2060	multiple_instance_learning	multiple_instance_learning
2061	latent_topic	latent_topic
2062	spatial_relationships	spatial_relationships
2063	hough_transform	hough_transform
2064	multiuser_detection	multiuser_detection
2065	facial_expression_recognition	facial_expression_recognition
2066	face_alignment	face_alignment
2067	feature_descriptors	feature_descriptors||feature_descriptor
2068	partial_occlusions	partial_occlusions||partial_occlusion
2069	incentive_mechanisms	incentive_mechanisms||incentive_mechanism
2070	virtual_humans	virtual_humans||virtual_human
2071	horn_clauses	horn_clauses||horn_clause
2072	ospf	ospf
2073	defocus	defocus
2074	constant_fraction	constant_fraction
2075	frequency_hopping	frequency_hopping
2076	configuration_management	configuration_management
2077	convex_programming	convex_programming
2078	on-line_learning	on-line_learning
2079	subset_selection	subset_selection
2080	perspective_projection	perspective_projection
2081	statistical_tests	statistical_tests
2082	real-time_systems	real-time_systems
2083	early_vision	early_vision
2084	partially_observable_markov_decision_processes	partially_observable_markov_decision_processes||pomdp
2085	coalition_formation	coalition_formation
2086	test_statistic	test_statistic
2087	finite_alphabet	finite_alphabet
2088	discriminative_training	discriminative_training
2089	map_estimation	map_estimation
2090	scene_geometry	scene_geometry
2091	algebraic_curves	algebraic_curves||algebraic_curve
2092	illumination_changes	illumination_changes||illumination_change
2093	confidential_messages	confidential_messages||confidential_message
2094	access_network	access_network||access_networks
2095	surveillance_systems	surveillance_systems||surveillance_system
2096	monte_carlo_simulation	monte_carlo_simulation||monte_carlo_simulations
2097	gsm	gsm
2098	cps	cps
2099	curriculum	curriculum
2100	air_quality	air_quality
2101	impulse_response	impulse_response
2102	received_signal_strength	received_signal_strength||rss
2103	dynamic_time_warping	dynamic_time_warping
2104	control_plane	control_plane
2105	error_recovery	error_recovery
2106	arrival_process	arrival_process
2107	steady_state	steady_state
2108	rayleigh_fading	rayleigh_fading
2109	bit_allocation	bit_allocation
2110	software_maintenance	software_maintenance
2111	unifying_framework	unifying_framework
2112	strong_consistency	strong_consistency
2113	high_utility	high_utility
2114	regression_testing	regression_testing
2115	denotational_semantics	denotational_semantics
2116	quadratic_programming	quadratic_programming
2117	labeling_scheme	labeling_scheme
2118	bag_of_words	bag_of_words
2119	training_algorithm	training_algorithm
2120	anchor_text	anchor_text
2121	associative_memory	associative_memory
2122	difference_sets	difference_sets
2123	gray_level	gray_level
2124	stereo_correspondence	stereo_correspondence||stereo_correspondences
2125	tensor_product	tensor_product||tensor_products
2126	planar_surfaces	planar_surfaces||planar_surface
2127	outdoor_scenes	outdoor_scenes||outdoor_scene
2128	evolutionary_algorithm	evolutionary_algorithm||evolutionary_algorithms
2129	stream_ciphers	stream_ciphers||stream_cipher
2130	natural_language_interfaces	natural_language_interfaces||natural_language_interface
2131	stackelberg	stackelberg
2132	bittorrent	bittorrent
2133	vanet	vanet||vanets
2134	network_congestion	network_congestion
2135	sensor_readings	sensor_readings
2136	rapid_prototyping	rapid_prototyping
2137	transmitter_and_receiver	transmitter_and_receiver
2138	privacy_preservation	privacy_preservation
2139	improved_accuracy	improved_accuracy
2140	modeling_language	modeling_language
2141	sequential_monte_carlo	sequential_monte_carlo
2142	acm_symposium	acm_symposium
2143	credit_card	credit_card
2144	transfer_function	transfer_function
2145	initial_state	initial_state
2146	error_concealment	error_concealment
2147	submodular_function	submodular_function
2148	semantic_data	semantic_data
2149	sparse_matrix	sparse_matrix
2150	ensemble_methods	ensemble_methods
2151	tag_recommendation	tag_recommendation
2152	commercial_search_engine	commercial_search_engine
2153	partition_function	partition_function
2154	achievable_region	achievable_region
2155	visualization_techniques	visualization_techniques||visualization_technique
2156	fast_fourier_transform	fast_fourier_transform||fast_fourier_transforms||fft
2157	group_communication	group_communication||group_communications
2158	graph_algorithms	graph_algorithms||graph_algorithm
2159	asymptotic_expressions	asymptotic_expressions||asymptotic_expression
2160	data_base_management_system	data_base_management_system||data_base_management_systems||dbms
2161	software_product_line	software_product_line||software_product_lines
2162	demosaicking	demosaicking
2163	motion_detection	motion_detection
2164	preliminary_evaluation	preliminary_evaluation
2165	common_sense	common_sense
2166	multipath_routing	multipath_routing
2167	development_environment	development_environment
2168	cluster_analysis	cluster_analysis
2169	significant_challenge	significant_challenge
2170	bayesian_estimation	bayesian_estimation
2171	visual_appearance	visual_appearance
2172	relay_networks	relay_networks
2173	higher_throughput	higher_throughput
2174	single_camera	single_camera
2175	automatic_classification	automatic_classification
2176	exception_handling	exception_handling
2177	iterative_procedure	iterative_procedure
2178	sensitive_data	sensitive_data
2179	graph_coloring	graph_coloring
2180	web_mining	web_mining
2181	weighted_average	weighted_average
2182	second_moment	second_moment
2183	reward_function	reward_function
2184	multiple_cameras	multiple_cameras
2185	vector_space_model	vector_space_model
2186	automatic_discovery	automatic_discovery
2187	computed_tomography	computed_tomography
2188	cross_validation	cross_validation
2189	ensemble_learning	ensemble_learning
2190	loopy_belief_propagation	loopy_belief_propagation
2191	frequent_itemset_mining	frequent_itemset_mining
2192	entity_linking	entity_linking
2193	linguistic_knowledge	linguistic_knowledge
2194	natural_language_understanding	natural_language_understanding
2195	temporal_coherence	temporal_coherence
2196	tree_automata	tree_automata
2197	perfect_codes	perfect_codes
2198	additive_gaussian_noise	additive_gaussian_noise
2199	diversity_order	diversity_order
2200	projective_reconstruction	projective_reconstruction
2201	moving_camera	moving_camera
2202	error_correcting_codes	error_correcting_codes||error_correcting_code
2203	encryption_scheme	encryption_scheme||encryption_schemes
2204	indoor_scenes	indoor_scenes||indoor_scene
2205	riemannian_manifold	riemannian_manifold||riemannian_manifolds
2206	gray_codes	gray_codes||gray_code
2207	manet	manet
2208	link_quality	link_quality
2209	adaptive_algorithm	adaptive_algorithm
2210	environmental_monitoring	environmental_monitoring
2211	resource_sharing	resource_sharing
2212	user_activity	user_activity
2213	spectrum_sensing	spectrum_sensing
2214	duty_cycle	duty_cycle
2215	wide_area	wide_area
2216	node_density	node_density
2217	lines_of_code	lines_of_code
2218	programming_environment	programming_environment
2219	motion_information	motion_information
2220	mobile_apps	mobile_apps
2221	web_browsing	web_browsing
2222	free_energy	free_energy
2223	data_privacy	data_privacy
2224	eye_tracking	eye_tracking
2225	critical_issue	critical_issue
2226	bit_error_rate	bit_error_rate
2227	kalman_filtering	kalman_filtering
2228	practical_implementation	practical_implementation
2229	labeled_training_data	labeled_training_data
2230	high-speed_networks	high-speed_networks
2231	internal_structure	internal_structure
2232	maximum_flow	maximum_flow
2233	user-generated_content	user-generated_content
2234	linear_algebra	linear_algebra
2235	early_stage	early_stage
2236	theoretical_foundation	theoretical_foundation
2237	community_structure	community_structure
2238	model_fitting	model_fitting
2239	theoretical_basis	theoretical_basis
2240	local_neighborhood	local_neighborhood
2241	parallel_programming	parallel_programming
2242	source_language	source_language
2243	software_evolution	software_evolution
2244	parsing_algorithm	parsing_algorithm
2245	domain_theory	domain_theory
2246	finite_memory	finite_memory
2247	real-world_networks	real-world_networks
2248	propositional_logic	propositional_logic
2249	generalization_bounds	generalization_bounds
2250	mean_average_precision	mean_average_precision
2251	inverted_file	inverted_file
2252	xml_retrieval	xml_retrieval
2253	microsoft_sql_server	microsoft_sql_server
2254	image_understanding	image_understanding
2255	type_ii	type_ii
2256	temporal_difference	temporal_difference
2257	quantum_communication	quantum_communication
2258	rate_distortion_function	rate_distortion_function
2259	smart_grid	smart_grid||smart_grids
2260	abelian_group	abelian_group||abelian_groups
2261	social_relationships	social_relationships||social_relationship
2262	incremental_update	incremental_update||incremental_updates
2263	destination_node	destination_node||destination_nodes
2264	kinect	kinect
2265	elasticity	elasticity
2266	morphing	morphing
2267	fortran	fortran
2268	resource_usage	resource_usage
2269	distributed_processing	distributed_processing
2270	extended_version	extended_version
2271	simple_modification	simple_modification
2272	probabilistic_modeling	probabilistic_modeling
2273	mixed_reality	mixed_reality
2274	transport_capacity	transport_capacity
2275	assignment_problem	assignment_problem
2276	l1_norm	l1_norm
2277	decision_theory	decision_theory
2278	log_log	log_log
2279	computational_geometry	computational_geometry
2280	characteristic_function	characteristic_function
2281	constraint_solving	constraint_solving
2282	expectation_propagation	expectation_propagation
2283	semi-supervised_clustering	semi-supervised_clustering
2284	empirical_risk_minimization	empirical_risk_minimization
2285	document_representation	document_representation
2286	similarity_matrix	similarity_matrix
2287	semantic_parsing	semantic_parsing
2288	image_categorization	image_categorization
2289	kolmogorov_complexity	kolmogorov_complexity
2290	spherical_codes	spherical_codes
2291	outage_capacity	outage_capacity
2292	radial_distortion	radial_distortion
2293	scene_flow	scene_flow
2294	image_interpolation	image_interpolation
2295	numerical_methods	numerical_methods||numerical_method
2296	base_classifiers	base_classifiers||base_classifier
2297	security_protocols	security_protocols||security_protocol
2298	formal_proof	formal_proof||formal_proofs
2299	bayesian_classifier	bayesian_classifier||bayesian_classifiers
2300	pixel_intensities	pixel_intensities||pixel_intensity
2301	ann	ann
2302	kinematics	kinematics
2303	continuous_data	continuous_data
2304	clock_synchronization	clock_synchronization
2305	data_exchange	data_exchange
2306	carrier_sensing	carrier_sensing
2307	personal_data	personal_data
2308	health_care	health_care
2309	acceptance_rate	acceptance_rate
2310	retrieval_accuracy	retrieval_accuracy
2311	greedy_routing	greedy_routing
2312	memory_access	memory_access
2313	mutual_exclusion	mutual_exclusion
2314	adaptive_sampling	adaptive_sampling
2315	slotted_aloha	slotted_aloha
2316	internet_routing	internet_routing
2317	video_compression	video_compression
2318	social_choice	social_choice
2319	bin_packing	bin_packing
2320	delaunay_triangulation	delaunay_triangulation
2321	working_set	working_set
2322	markov_processes	markov_processes
2323	theoretical_justification	theoretical_justification
2324	restricted_class	restricted_class
2325	power_spectral_density	power_spectral_density
2326	automatic_construction	automatic_construction
2327	joint_inference	joint_inference
2328	first_order_logic	first_order_logic
2329	predicate_calculus	predicate_calculus
2330	structured_output	structured_output
2331	sparsest_cut	sparsest_cut
2332	reliability_function	reliability_function
2333	transform_coding	transform_coding
2334	point_spread_function	point_spread_function||psf
2335	texture_mapping	texture_mapping
2336	active_vision	active_vision
2337	left_ventricle	left_ventricle
2338	image_fusion	image_fusion
2339	topological_structure	topological_structure||topological_structures
2340	wavelet_packet	wavelet_packet||wavelet_packets
2341	graphical_user_interface	graphical_user_interface||graphical_user_interfaces||gui
2342	stereo_camera	stereo_camera||stereo_cameras
2343	hog	hog
2344	cloning	cloning
2345	hyperlink	hyperlink
2346	neuroimaging	neuroimaging
2347	low_frequency	low_frequency
2348	localization_accuracy	localization_accuracy
2349	query_processor	query_processor
2350	internet_access	internet_access
2351	best_practices	best_practices
2352	moving_average	moving_average
2353	optimal_design	optimal_design
2354	autonomous_systems	autonomous_systems
2355	network_services	network_services
2356	mimo_systems	mimo_systems
2357	fault_tolerant	fault_tolerant
2358	hardness_result	hardness_result
2359	evaluation_methodology	evaluation_methodology
2360	training_corpus	training_corpus
2361	object-oriented_languages	object-oriented_languages
2362	stock_market	stock_market
2363	minimal_distance	minimal_distance
2364	kernel_machines	kernel_machines
2365	constrained_clustering	constrained_clustering
2366	ai_planning	ai_planning
2367	spatial_join	spatial_join
2368	unsupervised_feature_selection	unsupervised_feature_selection
2369	plan_execution	plan_execution
2370	undetected_error	undetected_error
2371	light_transport	light_transport
2372	scale_invariant	scale_invariant
2373	storage_devices	storage_devices||storage_device
2374	integral_equation	integral_equation||integral_equations
2375	fluid_model	fluid_model||fluid_models
